,speaker,text,segment,number_of_letters,number_of_words,speaker_type,speech_order,tape,network,show,show_date
64,PENCE,"  Well, I’ll let him speak for himself on Friday.  I think the American people will see the same Donald Trump they saw every day of this campaign step up to that podium.  He’s going to speak from his mind, he’s going to speak from his heart, and he’s going to -- he's going to lay out a vision to make America great again. And I have to tell you, Chris, when I stand surrounded by my family and take the oath of office as vice president of the United States, all I will be thinking about is what an honor it is to stand next to a man who I know -- who I know -- can restore and revive this country, and I’ll also just be thinking as the grandson of an Irish immigrant, what a great country this is.  ",1,700.0,143.0,guest,57.0,0,Fox News,Fox News Sunday,2017-01-15
65,WALLACE,"  I should also point out, you’re going to be taking the oath of office on the Reagan bible, which I -- and I gather that’s the first time it will have been used since Ronald Reagan put his hand on the Bible back in the '80s.  I know how much you revere Ronald Reagan.  That’s going to be a pretty emotional moment.  ",1,317.0,64.0,host,58.0,0,Fox News,Fox News Sunday,2017-01-15
66,PENCE,"  It will be, and to have the oath of office administered me by Justice Clarence Thomas, someone who I admire for his philosophy, for his courage on the bench in his 25th year on the Supreme Court.   Again, it's just very humbling for me.  We are approaching it with prayer, but with deep, deep gratitude to the president-elect for his confidence and deep gratitude to the American people who have elected Donald Trump and elected a man who I know is going to make America great again.  ",1,487.0,90.0,guest,59.0,0,Fox News,Fox News Sunday,2017-01-15
67,WALLACE,"  Mr. Vice President-elect, thank you.  Thank you for joining us during this very busy time.  And it's always a pleasure to talk with you, sir.  ",1,145.0,27.0,host,60.0,0,Fox News,Fox News Sunday,2017-01-15
68,PENCE,"  Thanks, Chris.  ",1,18.0,4.0,guest,61.0,0,Fox News,Fox News Sunday,2017-01-15
69,WALLACE,"  Up next, the outgoing chief of the CIA, John Brennan, on those Russian rumors, Mr. Trump’s relationship with the intel community and the hot spots he’ll face around the world.  ",1,179.0,32.0,host,62.0,0,Fox News,Fox News Sunday,2017-01-15
70,,(COMMERCIAL BREAK),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
71,,(COMMERCIAL BREAK),1,,,,,0,Fox News,Fox News Sunday,2017-01-15
72,WALLACE,"  A look at the inaugural stage in the west front of the capitol where Donald Trump will take the oath of office on Friday. Mr. Trump begins his presidency in an extraordinary split with the intelligence community, a split that only widened after they presented him with unsubstantiated oppo research the Kremlin allegedly compiled, a file that quickly went public.   Joining me here in Washington for an exclusive exit interview is the outgoing CIA director John Brennan.   And, Mr. Brennan, welcome back to ""Fox News Sunday"".",2,527.0,89.0,host,63.0,0,Fox News,Fox News Sunday,2017-01-15
73,"JOHN BRENNAN, CIA DIRECTOR","  Good morning, Chris.",2,22.0,4.0,guest,64.0,0,Fox News,Fox News Sunday,2017-01-15
74,WALLACE,"  President-elect Trump has made it clear, as we just discussed, that he believes the intelligence community released, put out information about this unverified dossier in order to undercut him.  Here's what he said at his press conference.  ",2,242.0,39.0,host,65.0,0,Fox News,Fox News Sunday,2017-01-15
75,,(BEGIN VIDEO CLIP),2,,,,,0,Fox News,Fox News Sunday,2017-01-15
76,TRUMP,"  I think it was disgraceful, disgraceful, that the intelligence agencies allowed any information that turned out be so false and fake out.  I think it's a disgrace, and I say that and I say that, and that something that Nazi Germany would have done and did do.  ",2,263.0,49.0,guest,66.0,1,Fox News,Fox News Sunday,2017-01-15
77,,(END VIDEO CLIP),2,,,,,1,Fox News,Fox News Sunday,2017-01-15
78,WALLACE,"  Mr. Brennan, your response.  ",2,31.0,6.0,host,67.0,0,Fox News,Fox News Sunday,2017-01-15
79,"JOHN BRENNAN, CIA DIRECTOR","  Well, I think as the Director of National Intelligence said in his statement, this information has been out there circulating for many months.  So, it's not a question of the intelligence community leaking or releasing this information, it was already out there.  ",2,266.0,44.0,guest,68.0,0,Fox News,Fox News Sunday,2017-01-15
80,,(CROSSTALK),2,,,,,0,Fox News,Fox News Sunday,2017-01-15
81,WALLACE,"  But it hasn’t been reported, though.  And one of the reasons it hadn’t is because it hadn't been verified.  And when you briefed the president on it, you collectively briefed the president on it, the president-elect, that made it news.  ",2,239.0,42.0,host,69.0,0,Fox News,Fox News Sunday,2017-01-15
82,BRENNAN,"  Well, nothing has been verified.  It is unsubstantiated reporting that is out there, that has been circulating in the private sector and with the media as well by a firm that pulled this information together.   But what I do find outrageous is equating the intelligence community with Nazi Germany.  I do take great umbrage at that, and there is no basis for Mr. Trump to point fingers at the intelligence community for leaking information that was already available publicly.  ",2,480.0,82.0,guest,70.0,0,Fox News,Fox News Sunday,2017-01-15
83,WALLACE,"  But it wasn't available publicly.  Various news organizations, if I may, various news organization had it, but they weren't reporting it because it hadn't been verified.  And this brings me to the real question, Director Brennan, why on earth within nations intelligence spy chief's brief President-elect Trump in your first meeting collectively with him on this unverified information?  First of all, it wasn't intelligence, it was rumors.  And secondly, my briefing him on it, you made it a news event and, therefore, gave news organizations an excuse to report it.  ",2,571.0,92.0,host,71.0,0,Fox News,Fox News Sunday,2017-01-15
84,BRENNAN,"  Well, I think news organizations should not assume what happened during that discussion with Mr. Trump.  ",2,107.0,18.0,guest,72.0,0,Fox News,Fox News Sunday,2017-01-15
85,WALLACE,"  Well, it's been verified by the Director of National Intelligence that he was briefed on this information.  ",2,110.0,19.0,host,73.0,0,Fox News,Fox News Sunday,2017-01-15
86,BRENNAN,"  Chris, bringing to the attention of the president-elect, as well as to the current president that this was circulating out there was a responsibility in the minds of the intelligence directors, of the intelligence community to make sure that there was going to be no evaluation of it, but just making sure that the president-elect was aware that it was circulating.  ",2,369.0,63.0,guest,74.0,0,Fox News,Fox News Sunday,2017-01-15
87,WALLACE,"  But shouldn’t you have done it a bunch of better ways, for instance, had a staff level person, give it to a staff level person, rather than the spy chiefs giving it to the president and the president-elect?",2,208.0,39.0,host,75.0,0,Fox News,Fox News Sunday,2017-01-15
88,BRENNAN,"  Well, I think anybody who has read the reports that are out there, I think there are some very salacious allegations in there, again, unsubstantiated, that were circulating.  And so, making sure that the president-elect himself was aware of it.  I think that was the extent of what it was that the intelligence chiefs wanted to do.  ",2,335.0,59.0,guest,76.0,0,Fox News,Fox News Sunday,2017-01-15
89,WALLACE,"  One of the questions, though, is whether the intelligence community is going after -- or somehow is going to try to undercut by selective leaks the new president-elect.   Let me ask my question, because former top intelligence officials have been bashing Mr. Trump for months, and I want to put a couple of these on the screen.  Former acting CIA Director Mike Morell wrote, ""In the intelligence business, we would say Mr. Putin had recruited Mr. Trump as an unwitting agent of the Russian federation."" And then, former CIA Director Michael Hayden said he’d prefer a different term, ""That's the useful fool, some naif, manipulated by Moscow, secretly held in contempt, but his blind support is happily accepted and exploited."" Can you understand given that and given all these leaks that have been coming out for months, why the president-elect with think the intelligence community had it in for him?  ",2,905.0,153.0,host,77.0,0,Fox News,Fox News Sunday,2017-01-15
90,BRENNAN,"  Well, these are private citizens now for speaking about the current political environment about individuals.  So, I’m not going to try to defend or explain what they said.  But I can tell you that the intelligence community is prepared to support the president-elect and his incoming team, as we have done throughout the course of our history.   So, there is no interest in undermining the president-elect and the national security team that’s coming in.  It's our responsibility to make sure that they understand exactly the dangers that are on the world stage, so that as they can decide on which policy courses they want to pursue, they have both the full benefit of the expertise, the capability, the experience and the intelligence that we have so that they can make the best decisions for this country.  ",2,812.0,139.0,guest,78.0,0,Fox News,Fox News Sunday,2017-01-15
91,WALLACE,"  You said you were offended, and understandably so, by his comparison to Nazi Germany.  What's the danger when a president-elect and an intelligence community are at such odds and such -- at least on the part apparently of the president-elect -- such distrust?  ",2,263.0,45.0,host,79.0,0,Fox News,Fox News Sunday,2017-01-15
92,BRENNAN,"  Well, there are many dangers.  I think the world is watching now what Mr. Trump says, and listening very carefully.  If he doesn't have confidence in the intelligence community, what signal does that send to our partners and allies, as well as our adversaries? So, I think Mr. Trump has to be very disciplined in terms of what it is that he says publicly, he is going to be in a few days' time, the most powerful person in the world in terms of sitting on top of the United States government and I think he has to recognize that his words do have impact.  And they can have very positive impact, or they can be undercutting of our national security.  ",2,653.0,123.0,guest,80.0,0,Fox News,Fox News Sunday,2017-01-15
